country,year,primary,lower_sec,upper_sec,college
Russian Federation,2015,99.5200,98.5200,91.0900,21.9100
Russian Federation,2020,121.9000,120.9600,114.2900,43.8700
Russian Federation,2025,122.6500,121.7000,115.1200,45.6200
Rwanda,1950,1.2700,0.4800,0.1000,0.0400
Rwanda,1955,1.7400,0.7300,0.2000,0.0700
Rwanda,1960,2.5300,1.1400,0.3500,0.1900
Rwanda,1965,3.5700,1.6500,0.5700,0.2400
Rwanda,1970,4.3900,2.0900,0.8000,0.2800
Rwanda,1975,4.7900,2.3900,1.0000,0.4400
Rwanda,1980,5.3400,2.6800,1.2500,0.6100
Rwanda,1985,8.5100,3.9200,2.0000,0.8500
Rwanda,1990,15.0000,5.9400,3.2100,1.3300
Rwanda,1995,22.3300,7.6600,4.2200,1.7300
Rwanda,2000,24.6200,9.4700,5.0400,1.6000
Rwanda,2005,31.2300,13.3100,6.9600,2.2100
Rwanda,2010,35.0300,16.7800,9.6100,5.8700
Rwanda,2015,43.9500,22.4700,11.2900,3.0100
Rwanda,2020,49.4100,27.2800,13.9900,3.7600
Rwanda,2025,56.2000,33.4900,17.5700,4.4500
Saint Lucia,1950,52.4900,7.8900,4.4300,1.7400
Saint Lucia,1955,63.1000,10.6500,6.4700,2.5900
Saint Lucia,1960,69.1100,12.7200,8.2200,3.0800
Saint Lucia,1965,78.3300,17.0200,12.2200,5.2800
Saint Lucia,1970,84.6800,22.6300,16.8900,7.5400
Saint Lucia,1975,89.8800,30.3100,22.2800,9.3100
Saint Lucia,1980,93.1100,39.6100,27.2500,10.0700
Saint Lucia,1985,94.7700,43.8700,30.1100,9.5700
Saint Lucia,1990,95.9300,47.2800,34.4200,10.4200
Saint Lucia,1995,96.8800,57.0000,44.3000,12.9300
Saint Lucia,2000,97.4900,69.4800,56.4600,15.0800
Saint Lucia,2005,97.0500,75.2100,62.9400,17.0900
Saint Lucia,2010,97.8500,77.3800,66.0000,17.9000
Saint Lucia,2015,95.8100,83.0600,72.3400,21.4800
Saint Lucia,2020,118.6800,109.3300,99.3200,43.9600
Saint Lucia,2025,120.0700,113.0800,103.6200,46.8800
Saint Vincent and the Grenadines,1950,64.6400,6.4200,4.9600,2.9300
Saint Vincent and the Grenadines,1955,74.4900,9.4500,7.2800,4.4000
Saint Vincent and the Grenadines,1960,80.9800,12.4200,9.5300,5.8200
Saint Vincent and the Grenadines,1965,86.5200,16.6900,12.7300,7.9500
Saint Vincent and the Grenadines,1970,90.7000,21.0100,15.9100,10.0200
Saint Vincent and the Grenadines,1975,93.3900,27.0700,19.5500,10.9200
Saint Vincent and the Grenadines,1980,94.7100,33.9500,23.1900,11.3200
Saint Vincent and the Grenadines,1985,95.4300,34.9600,23.0000,10.1300
Saint Vincent and the Grenadines,1990,95.4400,41.1900,26.4700,10.4700
Saint Vincent and the Grenadines,1995,96.8800,48.2000,32.5900,12.3500
Saint Vincent and the Grenadines,2000,96.7700,52.7200,36.4500,12.8000
Saint Vincent and the Grenadines,2005,97.5600,61.5900,43.5800,14.4000
Saint Vincent and the Grenadines,2010,98.7200,67.9300,50.6900,16.2100
Saint Vincent and the Grenadines,2015,99.3400,73.1300,56.9800,18.4200
Saint Vincent and the Grenadines,2020,99.6500,77.1600,62.1600,19.8400
Saint Vincent and the Grenadines,2025,99.1700,80.2500,66.2500,20.8700
Samoa,1950,91.8500,8.9400,3.2800,2.2000
Samoa,1955,93.4200,11.8700,4.3100,2.8900
Samoa,1960,94.6300,16.8700,6.0800,4.0700
Samoa,1965,95.5200,24.7700,9.7300,6.4900
Samoa,1970,96.2400,31.9200,12.3500,8.1200
Samoa,1975,96.8800,38.5700,12.0300,7.6400
Samoa,1980,97.5000,51.1500,14.1200,8.6000
Samoa,1985,98.0100,60.1100,14.5400,8.2300
Samoa,1990,98.3200,64.0700,16.1200,8.2100
Samoa,1995,98.7100,74.4000,22.3000,10.6400
Samoa,2000,98.4900,67.6000,26.7900,11.1200
Samoa,2005,98.4300,80.6300,32.5300,12.2200
Samoa,2010,99.1600,90.1800,40.8600,14.6600
Samoa,2015,99.5100,95.2800,47.6400,15.8500
Samoa,2020,99.7200,96.3300,52.2400,17.5500
Samoa,2025,99.4400,96.3800,56.0800,18.0800
Sao Tome and Principe,1950,0.6000,0.2800,0.0400,0.0000
Sao Tome and Principe,1955,1.7400,0.7900,0.1100,0.0000
Sao Tome and Principe,1960,4.7000,2.1000,0.3400,0.0000
Sao Tome and Principe,1965,7.5000,3.4800,0.9000,0.0000
Sao Tome and Principe,1970,12.2300,5.3800,1.4000,0.0000
Sao Tome and Principe,1975,21.2600,9.8200,5.0500,0.0000
Sao Tome and Principe,1980,31.6700,14.3700,6.7900,0.0000
Sao Tome and Principe,1985,38.7800,17.0000,7.7900,0.0000
Sao Tome and Principe,1990,42.6500,16.5800,6.8600,0.0000
Sao Tome and Principe,1995,44.6400,16.5900,5.0800,0.0000
Sao Tome and Principe,2000,50.7500,21.3500,7.2800,0.0000
Sao Tome and Principe,2005,51.5600,19.3200,7.4300,0.0000
Sao Tome and Principe,2010,58.5400,28.4300,11.9800,0.2300
Sao Tome and Principe,2015,67.7600,39.0700,17.1700,0.3400
Sao Tome and Principe,2020,73.5000,48.4200,22.2200,0.4200
Sao Tome and Principe,2025,77.9600,56.8600,27.4000,0.6000
Saudi Arabia,1950,7.7500,5.0600,2.2800,0.4500
Saudi Arabia,1955,13.1200,8.7900,4.4900,0.8800
Saudi Arabia,1960,20.3200,13.9300,7.9200,1.5300
Saudi Arabia,1965,29.1400,20.3800,12.6700,2.4100
Saudi Arabia,1970,42.0400,29.8600,19.1800,3.6600
Saudi Arabia,1975,50.7900,37.0800,27.2700,4.8700
Saudi Arabia,1980,58.6400,42.9200,29.3500,5.2100
Saudi Arabia,1985,67.6900,51.3500,34.4300,6.1600
Saudi Arabia,1990,72.2100,57.6000,38.7800,6.5900
Saudi Arabia,1995,75.5400,61.1800,41.7400,6.8900
Saudi Arabia,2000,79.4500,63.8600,44.7400,6.7800
Saudi Arabia,2005,86.8900,74.6700,55.9400,8.6800
Saudi Arabia,2010,88.9000,80.2200,63.8000,10.1400
Saudi Arabia,2015,94.6700,88.0200,72.3800,12.1800
Saudi Arabia,2020,108.7400,104.0000,90.3200,25.6800
Saudi Arabia,2025,110.5800,106.7100,94.4900,28.4700
Senegal,1950,4.1200,1.3800,0.4200,0.1100
Senegal,1955,5.6800,2.3200,0.7400,0.2200
Senegal,1960,8.1000,3.8900,1.2200,0.3400
Senegal,1965,11.2000,6.1100,1.8600,0.4900
Senegal,1970,15.8800,9.4800,2.8700,0.7700
Senegal,1975,20.5300,11.5900,3.5500,0.9600
Senegal,1980,23.1700,11.9700,3.6300,0.9500
Senegal,1985,24.8900,12.6100,3.8900,0.9400
Senegal,1990,26.7800,13.8100,4.5000,1.0400
Senegal,1995,28.3300,13.4300,4.5900,1.0500
Senegal,2000,29.6400,13.4900,4.6000,1.1900
Senegal,2005,33.6300,17.3900,6.0700,1.6000
Senegal,2010,35.9000,21.6100,11.6200,5.1000
Senegal,2015,42.2800,27.1000,9.9600,2.7200
Senegal,2020,47.9300,32.9600,12.6300,3.4300
Senegal,2025,54.3100,39.6300,15.8100,4.2900
Serbia,1950,65.2900,34.5300,22.7900,2.0700
Serbia,1955,71.7200,41.6400,28.6900,2.5000
Serbia,1960,86.8700,54.1900,35.3500,3.3900
Serbia,1965,93.7000,67.9900,44.0300,4.0700
Serbia,1970,96.9700,83.6900,56.7700,4.9200
Serbia,1975,97.7000,89.1100,61.6600,4.7900
Serbia,1980,98.0100,93.3000,70.3900,5.2200
Serbia,1985,98.5400,96.6500,77.0600,5.4400
Serbia,1990,98.7900,97.5200,78.7100,5.3700
Serbia,1995,98.8900,97.6200,80.4200,5.8800
Serbia,2000,98.7300,97.3900,82.6300,7.0300
Serbia,2005,98.5300,98.1400,86.3000,7.7100
Serbia,2010,98.5400,97.4300,89.7900,13.2700
Serbia,2015,97.8800,97.8500,90.2800,9.7900
Serbia,2020,99.4600,99.4500,93.3900,9.6900
Serbia,2025,99.3400,99.2300,93.9800,10.9000
Seychelles,2020,99.0100,91.0100,70.6400,13.4100
Seychelles,2025,98.6500,92.1900,73.1200,14.3500
Sierra Leone,1950,2.4900,1.4500,0.4900,0.0800
Sierra Leone,1955,3.5700,2.1600,0.7400,0.1300
Sierra Leone,1960,5.0600,3.1700,1.1100,0.1900
Sierra Leone,1965,7.1300,4.6000,1.6500,0.2900
Sierra Leone,1970,9.9300,6.5700,2.4100,0.4300
Sierra Leone,1975,15.9700,11.4400,4.6200,0.8000
Sierra Leone,1980,17.8600,12.4300,4.9200,0.8800
Sierra Leone,1985,23.9300,16.1100,5.9300,1.0800
Sierra Leone,1990,26.2900,17.0600,6.4400,1.1900
Sierra Leone,1995,28.0800,17.1400,5.7700,1.1000
Sierra Leone,2000,28.6000,18.0000,6.6900,1.2300
Sierra Leone,2005,33.7900,23.2200,9.5000,1.5400
Sierra Leone,2010,49.2100,35.2700,13.6300,1.9300
Sierra Leone,2015,64.7800,48.3200,25.3400,5.9900
Sierra Leone,2020,73.7800,54.8700,20.5500,2.3000
Sierra Leone,2025,83.9800,65.9400,25.5500,2.8000
Singapore,1950,27.4700,13.3600,7.8700,2.7600
Singapore,1955,34.7800,20.7200,12.8000,5.0100
Singapore,1960,41.8700,30.6900,18.9900,8.7000
Singapore,1965,54.3700,41.6500,27.3300,12.1800
Singapore,1970,69.4600,56.1000,37.7800,15.8800
Singapore,1975,80.1500,66.9300,47.0500,20.1900
Singapore,1980,85.2300,72.9500,55.6800,25.6600
Singapore,1985,90.1400,81.2300,65.0100,34.2400
Singapore,1990,94.1700,89.0400,76.4100,47.6500
Singapore,1995,97.1200,94.3600,85.3000,60.1200
Singapore,2000,98.6600,97.0300,90.0600,67.4900
Singapore,2005,99.0300,98.0600,92.9000,70.0100
Singapore,2010,99.3700,98.7700,94.6700,72.0200
Singapore,2015,99.4900,99.1600,95.5300,73.0600
Singapore,2020,99.7100,99.5200,96.1600,73.4000
Singapore,2025,99.4100,99.0300,95.4900,72.6600
Slovakia,1950,100.0000,99.7700,30.4800,2.5000
Slovakia,1955,100.0000,99.7400,42.6400,3.4400
Slovakia,1960,100.0000,99.8000,53.4500,4.2100
Slovakia,1965,99.9900,99.8600,65.2200,6.1100
Slovakia,1970,100.0000,99.8900,76.3600,6.7600
Slovakia,1975,100.0000,99.8900,77.9500,7.4900
Slovakia,1980,100.0000,99.8800,82.9400,8.2100
Slovakia,1985,100.0000,99.8700,87.0400,8.6800
Slovakia,1990,100.0000,99.8600,88.8500,9.1700
Slovakia,1995,100.0000,99.8600,89.9200,10.1900
Slovakia,2000,100.0000,99.8500,89.9100,12.8700
Slovakia,2005,100.0000,99.9400,90.6300,13.9600
Slovakia,2010,100.0000,99.8800,92.2600,26.3500
Slovakia,2015,100.0000,99.9900,91.8300,17.8300
Slovakia,2020,116.3600,116.3500,109.3300,34.6300
Slovakia,2025,117.4000,117.3500,110.8900,36.7500
Slovenia,1950,99.4800,67.3500,19.4900,0.8300
Slovenia,1955,99.5600,76.3500,28.0900,1.3400
Slovenia,1960,99.6300,83.5500,37.5100,1.9800
Slovenia,1965,99.6700,88.7900,46.5800,2.6900
Slovenia,1970,99.7200,92.4400,55.0900,3.4500
Slovenia,1975,99.7400,95.4300,63.0400,4.4000
Slovenia,1980,99.7700,96.1300,68.2900,5.0000
Slovenia,1985,99.8000,98.0600,75.6800,6.2500
Slovenia,1990,99.7800,98.8500,78.3900,7.1300
Slovenia,1995,99.8100,99.0100,81.1500,8.9400
Slovenia,2000,99.7700,99.3400,85.6600,10.3000
Slovenia,2005,99.8000,99.5400,87.2500,10.9600
Slovenia,2010,99.8400,99.2600,91.9000,32.0400
Slovenia,2015,99.8600,99.6800,89.5800,13.2600
Slovenia,2020,112.9100,112.7500,104.0300,25.9000
Slovenia,2025,114.2400,114.0300,105.9900,28.7100
Solomon Islands,1950,14.0300,2.3200,1.6700,0.7100
Solomon Islands,1955,17.8400,3.3200,1.9000,0.9000
Solomon Islands,1960,22.3300,4.0000,2.4100,1.1100
Solomon Islands,1965,27.8900,6.3900,3.6300,1.6100
Solomon Islands,1970,36.3600,10.1400,5.5000,2.3400
Solomon Islands,1975,44.6200,12.8700,7.5600,3.0400
Solomon Islands,1980,52.1400,16.1100,8.8100,3.2900
Solomon Islands,1985,58.1600,20.4400,9.7100,3.2800
Solomon Islands,1990,64.2500,28.5300,12.9100,3.8500
Solomon Islands,1995,67.8800,29.1400,13.0900,3.3200
Solomon Islands,2000,68.2700,34.7800,16.9400,4.0200
Solomon Islands,2005,72.4600,44.7000,25.7100,6.9000
Solomon Islands,2010,71.4500,46.5100,25.9900,5.0500
Solomon Islands,2015,67.0900,49.7100,29.6600,5.5300
Solomon Islands,2020,67.9600,55.7500,35.2600,6.6900
Solomon Islands,2025,70.1000,61.6900,41.0100,7.5900
Somalia,1950,2.3700,2.1800,1.0600,0.1400
Somalia,1955,3.3900,3.1000,1.5700,0.2300
Somalia,1960,4.6800,4.2400,2.2300,0.4000
Somalia,1965,6.4400,5.7700,3.1200,0.6700
Somalia,1970,8.4300,7.3800,4.0000,1.2300
Somalia,1975,10.9400,9.5600,5.4200,1.6400
Somalia,1980,14.4400,12.5400,6.7200,1.9500
Somalia,1985,18.3200,15.7200,8.0600,2.0600
Somalia,1990,22.1100,18.5400,9.2300,1.9900
Somalia,1995,21.1600,17.2100,7.5300,1.4400
Somalia,2000,22.5400,18.1100,8.0700,1.5400
Somalia,2005,18.8000,14.0500,6.2300,1.7600
Somalia,2010,21.2600,16.0300,7.1700,1.4100
Somalia,2015,25.8300,19.9900,9.4600,1.7800
Somalia,2020,31.2800,24.8700,12.3500,2.3600
Somalia,2025,37.3800,30.4600,15.9200,2.8900
South Africa,1950,35.7200,23.2900,11.3500,1.2800
South Africa,1955,41.9700,27.7800,14.5100,1.7200
South Africa,1960,45.3600,30.0700,15.6400,1.9700
South Africa,1965,50.0800,33.1300,17.6100,2.3200
South Africa,1970,53.0300,34.6800,18.3200,2.4500
South Africa,1975,57.1800,38.1500,19.5700,2.7200
South Africa,1980,63.7200,46.0500,23.0900,3.1200
South Africa,1985,70.2000,54.1000,26.7200,3.3000
South Africa,1990,78.0900,64.4900,33.6500,3.7300
South Africa,1995,84.4700,73.4200,39.7600,3.5900
South Africa,2000,89.0300,79.8200,42.7300,3.1700
South Africa,2005,90.7300,82.6400,46.9300,3.5300
South Africa,2010,93.6900,86.7900,53.6400,4.6500
South Africa,2015,92.6300,86.5400,54.4500,4.4800
South Africa,2020,101.6200,96.2700,66.4700,9.7500
South Africa,2025,102.7900,98.1600,71.5000,11.0100
South America,1950,40.5300,15.0800,8.3200,1.7100
South America,1955,43.2700,17.6800,10.2300,2.2100
South America,1960,47.0800,21.3100,12.7500,2.9600
South America,1965,52.1600,26.3100,16.3500,4.1300
South America,1970,59.0700,32.9300,21.1300,5.4800
South America,1975,66.1200,40.3500,26.0700,6.6000
South America,1980,72.0400,46.9500,30.3400,7.3900
South America,1985,75.9700,51.5700,33.6700,7.9500
South America,1990,78.9800,55.2900,36.8000,8.4700
South America,1995,82.3900,59.8400,40.8100,9.2300
South America,2000,85.8600,65.5300,45.9200,10.3200
South America,2005,89.0100,70.8600,51.0000,11.3300
South America,2010,91.9600,75.4400,55.6300,12.9900
South America,2015,92.9200,79.8700,60.7300,15.8500
South America,2020,94.3900,83.5500,65.0700,15.2100
South America,2025,95.3200,86.5500,68.9400,16.6600
South Sudan,1950,8.3300,2.3300,2.1400,0.0900
South Sudan,1955,8.2700,2.3600,2.1700,0.1400
South Sudan,1960,9.1900,3.1400,2.8800,0.2400
South Sudan,1965,10.0400,3.6800,3.3800,0.4500
South Sudan,1970,11.1200,4.2000,3.8600,0.5100
South Sudan,1975,12.7900,5.8100,5.3300,0.7700
South Sudan,1980,15.1900,8.1500,7.4900,1.0200
South Sudan,1985,17.7400,10.5800,9.7300,1.1300
South Sudan,1990,20.2800,12.0300,11.0700,1.1900
South Sudan,1995,22.9300,12.7600,11.7300,1.1000
South Sudan,2000,26.6100,14.5300,13.3900,1.2400
South Sudan,2005,30.6000,16.8000,16.7900,2.3100
South Sudan,2010,35.8100,17.9100,16.5700,1.4600
South Sudan,2015,40.5700,21.1700,19.6000,1.7000
South Sudan,2020,45.6800,25.4500,23.5800,2.0400
South Sudan,2025,50.7700,30.2400,27.9200,2.4200
South-Eastern Asia,1950,34.4600,7.3900,4.2700,1.0800
South-Eastern Asia,1955,40.1300,10.0200,5.8900,1.3300
South-Eastern Asia,1960,47.4400,13.8600,8.3100,1.7900
South-Eastern Asia,1965,56.0800,18.7100,11.1900,2.4900
South-Eastern Asia,1970,64.5100,25.0900,15.1200,3.4100
South-Eastern Asia,1975,71.8300,31.4200,18.6000,4.0500
South-Eastern Asia,1980,76.0900,36.1600,21.6000,4.7300
South-Eastern Asia,1985,80.0200,41.8000,26.3300,5.4900
South-Eastern Asia,1990,83.9700,48.3400,31.1100,5.8900
South-Eastern Asia,1995,85.9700,53.5500,33.9100,6.6600
South-Eastern Asia,2000,87.9800,59.8500,38.4800,7.9300
South-Eastern Asia,2005,88.8000,64.1100,44.6200,10.4900
South-Eastern Asia,2010,90.6400,70.3300,50.6900,11.9000
South-Eastern Asia,2015,91.7400,75.1800,56.8300,14.4400
South-Eastern Asia,2020,92.9400,79.0800,62.9100,15.2100
South-Eastern Asia,2025,93.6700,81.8700,67.3400,16.8300
Southern Africa,1950,32.5800,21.0100,10.2900,1.1700
Southern Africa,1955,38.3700,25.0800,13.1400,1.5800
Southern Africa,1960,41.7500,27.2600,14.2500,1.8500
Southern Africa,1965,47.0400,30.6900,16.3800,2.2600
Southern Africa,1970,50.5400,32.5700,17.2700,2.4400
Southern Africa,1975,54.9900,36.0100,18.5400,2.7500
Southern Africa,1980,61.6500,43.5600,21.9300,3.2100
Southern Africa,1985,68.5600,51.4000,25.5600,3.4900
Southern Africa,1990,76.8000,61.7500,32.3800,3.9400
Southern Africa,1995,82.8700,69.4800,37.8300,3.8900
Southern Africa,2000,87.0500,74.9800,40.3700,3.6300
Southern Africa,2005,89.2600,78.8400,44.9400,4.0400
Southern Africa,2010,92.1500,83.4500,51.5100,5.3600
Southern Africa,2015,91.2900,83.2200,52.2100,5.0000
Southern Africa,2020,94.8700,87.6200,58.8400,5.5600
Southern Africa,2025,95.3300,88.9100,63.0600,6.3500
Southern Asia,1950,17.8300,9.5600,5.3200,1.2600
Southern Asia,1955,20.5900,11.5900,6.9200,1.7300
Southern Asia,1960,24.6800,14.3500,9.5600,2.5800
Southern Asia,1965,28.1600,17.2200,11.6000,3.0900
Southern Asia,1970,32.7900,20.9200,14.2900,3.9000
Southern Asia,1975,38.3800,25.3700,17.7200,4.9900
Southern Asia,1980,42.4400,28.9500,19.9600,5.5100
Southern Asia,1985,45.9000,32.0700,21.8200,6.0300
Southern Asia,1990,49.6400,35.3400,24.1400,6.7100
Southern Asia,1995,54.2700,39.5900,27.1500,7.3500
Southern Asia,2000,59.9300,44.8500,30.8400,8.5800
Southern Asia,2005,66.8100,51.7400,36.4800,10.4200
Southern Asia,2010,71.7600,56.1900,40.7800,14.0000
Southern Asia,2015,77.2500,63.6000,47.6500,14.8600
Southern Asia,2020,82.4800,70.9500,55.2800,16.3900
Southern Asia,2025,86.1900,76.8000,61.8500,18.7600
Southern Europe,1950,64.6300,25.8600,11.6000,1.6800
Southern Europe,1955,69.7000,31.5900,15.1300,2.2000
Southern Europe,1960,76.3000,39.5400,19.4900,2.9000
Southern Europe,1965,82.6000,48.4500,24.4800,3.8600
Southern Europe,1970,88.1100,60.8000,32.4600,5.1000
Southern Europe,1975,91.1900,72.8100,40.8300,6.3000
Southern Europe,1980,93.8100,81.1700,47.3100,7.2500
Southern Europe,1985,95.6900,86.3400,51.5400,8.1500
Southern Europe,1990,96.9000,89.3500,55.6800,9.6800
Southern Europe,1995,97.5300,91.4000,60.9100,12.2300
Southern Europe,2000,97.9400,92.8900,65.7200,14.1300
Southern Europe,2005,98.1700,94.0500,70.8100,15.5500
Southern Europe,2010,98.4000,93.4900,75.1200,21.7200
Southern Europe,2015,98.5200,95.1700,77.7400,17.4900
Southern Europe,2020,98.9300,96.0300,81.6300,18.3600
Southern Europe,2025,98.7700,95.9400,83.7700,19.8300
Spain,1950,51.6700,22.3100,8.5300,2.8100
Spain,1955,56.0400,26.9000,10.2900,3.4500
Spain,1960,64.2900,35.7900,14.1200,4.7400
Spain,1965,74.5600,48.3800,19.2600,6.6000
Spain,1970,83.2300,60.7800,25.3500,8.5700
Spain,1975,90.0900,71.7400,32.9300,10.7500
Spain,1980,94.5700,79.4800,40.2300,13.0500
Spain,1985,96.5600,83.7800,46.5700,15.4800
Spain,1990,97.3400,87.2700,52.1000,18.6300
Spain,1995,97.6100,89.9200,57.8800,22.8400
Spain,2000,97.7200,91.3400,61.2400,24.3600
Spain,2005,97.7400,90.7000,63.6500,25.4400
Spain,2010,97.9400,87.1500,63.8300,30.7400
Spain,2015,97.7000,89.1600,67.4000,27.7900
Spain,2020,127.1800,119.8500,101.6700,58.8100
Spain,2025,128.6300,121.9000,106.5900,61.9100
Sri Lanka,1950,39.9700,22.3500,11.6700,3.2800
Sri Lanka,1955,44.6300,27.6500,15.1300,3.7000
Sri Lanka,1960,52.2700,35.0600,19.8300,4.7800
Sri Lanka,1965,59.5700,42.6300,25.4600,7.0100
Sri Lanka,1970,66.2900,50.4100,29.4300,7.8700
Sri Lanka,1975,70.7400,54.4100,30.6300,8.8900
Sri Lanka,1980,73.3300,57.8400,32.2100,10.9200
Sri Lanka,1985,75.1700,61.4500,35.6900,14.1500
Sri Lanka,1990,79.8800,67.8500,39.6000,15.8200
Sri Lanka,1995,85.0100,74.5900,46.4800,19.0800
Sri Lanka,2000,89.5900,80.9700,52.1900,23.8400
Sri Lanka,2005,91.8900,84.5400,56.7500,24.8300
Sri Lanka,2010,94.2000,88.1300,62.9400,28.1600
Sri Lanka,2015,95.7800,90.7400,68.0600,32.6800
Sri Lanka,2020,96.9400,92.7000,72.2600,33.8800
Sri Lanka,2025,97.7500,94.2200,75.7700,36.6000
Sudan,1950,2.8900,2.5900,1.4600,0.4300
Sudan,1955,4.1900,3.7600,2.1500,0.6200
Sudan,1960,5.8200,5.3300,3.0700,0.8600
Sudan,1965,8.0400,7.5100,4.4100,1.3200
Sudan,1970,10.8300,10.0200,5.9700,1.7400
Sudan,1975,14.9400,13.4900,8.5200,2.2800
Sudan,1980,21.6400,18.9500,12.0200,2.8200
Sudan,1985,28.0400,23.7500,14.8600,3.1400
Sudan,1990,31.9900,27.1700,16.7600,3.5700
Sudan,1995,35.8100,30.9900,19.3700,4.5400
Sudan,2000,37.4600,33.9300,22.7900,5.3400
Sudan,2005,39.7000,36.9800,27.0800,9.6800
Sudan,2010,38.2400,36.4800,27.0000,6.3100
Sudan,2015,39.7900,38.5700,30.3100,7.3900
Sudan,2020,42.5300,41.4900,34.0700,8.0900
Sudan,2025,46.1000,45.1300,38.2600,9.2800
Suriname,1950,58.6800,19.5700,6.0100,2.5300
Suriname,1955,63.4100,23.2600,8.1100,3.8500
Suriname,1960,72.2400,29.2600,10.7900,5.1700
Suriname,1965,78.9700,36.0800,13.8200,6.2000
Suriname,1970,83.4100,41.0300,13.4600,5.3200
Suriname,1975,87.6700,50.3700,15.2400,5.4900
Suriname,1980,90.4400,58.2500,17.3600,5.8500
Suriname,1985,92.3000,62.4700,18.8400,5.9500
Suriname,1990,93.3400,68.0500,21.2600,6.3800
Suriname,1995,93.6100,69.2500,22.4700,6.8100
Suriname,2000,94.0200,70.0300,27.6600,8.7200
Suriname,2005,95.4800,74.6300,32.1500,8.8700
Suriname,2010,96.0600,79.6300,40.2800,9.9900
Suriname,2015,97.3300,82.2500,41.7100,8.7500
Suriname,2020,99.2900,86.0500,47.2600,9.7700
Suriname,2025,99.3200,87.8600,51.9400,10.7500
Swaziland,1950,8.2600,1.7400,0.6200,0.1400
Swaziland,1955,11.8400,3.3300,1.2700,0.3300
Swaziland,1960,16.8500,6.0000,2.4000,0.7000
Swaziland,1965,23.7200,8.8400,3.6900,1.0700
Swaziland,1970,32.4900,15.9200,6.9400,2.5800
Swaziland,1975,43.4300,23.8500,9.9300,2.9100
Swaziland,1980,51.8200,31.5800,12.8900,3.2300
Swaziland,1985,58.6800,38.3900,16.3100,4.2200
Swaziland,1990,66.7400,44.3100,20.7500,5.0400
Swaziland,1995,72.7600,48.4100,23.4700,4.2000
Swaziland,2000,73.2100,48.2000,24.6500,4.2800
Swaziland,2005,75.6300,43.2400,24.7300,5.2300
Swaziland,2010,67.9200,41.5800,22.8000,3.6000
Swaziland,2015,71.9300,45.9600,26.6900,4.1900
Swaziland,2020,73.6100,49.2200,29.7200,4.6100
Swaziland,2025,75.3000,52.6700,32.7800,5.1100
Sweden,1950,99.9500,43.1100,31.9000,5.2600
Sweden,1955,99.9500,56.3600,42.4000,7.6800
Sweden,1960,99.9500,65.0400,49.2900,9.7200
Sweden,1965,99.9800,75.6700,58.0600,12.1700
Sweden,1970,99.9900,85.3200,63.2500,14.3200
Sweden,1975,99.9900,94.1600,68.6700,16.0600
Sweden,1980,99.9900,97.3100,74.1800,16.6400
Sweden,1985,99.9900,97.4100,78.7500,17.5100
Sweden,1990,99.9900,97.6000,81.9100,19.3700
Sweden,1995,99.9900,97.4100,82.0000,22.2800
Sweden,2000,99.9900,97.0800,81.4000,24.1800
Sweden,2005,100.0000,98.1800,83.2700,25.2000
Sweden,2010,100.0000,97.9200,86.0800,44.5000
Sweden,2015,99.9900,99.2800,85.9400,28.1300
Sweden,2020,128.2900,127.9200,116.5700,56.6300
Sweden,2025,130.0700,129.7000,119.8200,60.5100
Switzerland,1950,95.5500,77.2300,45.2000,2.2400
Switzerland,1955,96.3200,81.5000,52.5800,2.8900
Switzerland,1960,96.9800,84.3600,59.0900,3.6900
Switzerland,1965,97.6300,88.4700,65.8800,4.6900
Switzerland,1970,97.9300,89.9300,69.4400,5.0600
Switzerland,1975,98.0200,90.7600,71.7700,6.0500
Switzerland,1980,97.9900,91.8400,73.8100,6.8700
Switzerland,1985,98.2000,92.6100,75.7100,7.7000
Switzerland,1990,98.5200,93.5200,77.9000,8.7000
Switzerland,1995,98.5400,93.6500,78.5400,9.7900
Switzerland,2000,98.7700,94.9800,79.3600,10.7100
Switzerland,2005,98.9800,96.2400,81.9900,11.5100
Switzerland,2010,99.0800,97.2800,88.5800,36.0100
Switzerland,2015,99.2000,97.7900,85.8700,13.8600
Switzerland,2020,112.9800,111.9200,101.4300,27.7800
Switzerland,2025,114.9800,113.9800,104.1800,32.5500
Syrian Arab Republic,1950,9.6700,4.9900,2.8500,0.5100
Syrian Arab Republic,1955,13.0900,7.0400,4.0400,0.7800
Syrian Arab Republic,1960,17.3900,9.8200,5.6900,1.1900
Syrian Arab Republic,1965,22.4800,14.0800,8.4600,2.2100
Syrian Arab Republic,1970,28.2700,19.0400,11.8000,2.9600
Syrian Arab Republic,1975,33.6700,22.9300,14.0000,3.6600
Syrian Arab Republic,1980,39.6600,27.9000,16.3400,4.4100
Syrian Arab Republic,1985,44.8800,30.5400,17.7500,4.9000
Syrian Arab Republic,1990,49.2600,33.0700,19.1600,4.9100
Syrian Arab Republic,1995,53.0500,35.9800,21.3800,5.4400
Syrian Arab Republic,2000,56.2300,32.6100,20.5500,10.0900
Syrian Arab Republic,2005,59.6700,37.0000,21.7100,5.3900
Syrian Arab Republic,2010,62.9300,41.5400,25.8000,6.3800
Syrian Arab Republic,2015,65.8900,46.5600,30.2800,7.3700
Syrian Arab Republic,2020,77.4500,60.1500,43.4400,17.0800
Syrian Arab Republic,2025,81.5900,66.0200,49.0900,19.2600
